SeniorCitizen,tenure,MonthlyCharges,TotalCharges,charges_ratio,tenure_group,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,30,55.3,1530.6,27.678119349005424,2-4yrs,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,47,99.35,4749.15,47.802214393558124,2-4yrs,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True
0,1,30.2,30.2,1.0,0-1yr,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,72,90.25,6369.45,70.57562326869805,4-6yrs,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False
0,17,64.7,1093.1,16.894899536321482,1-2yrs,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True
1,71,96.35,6766.95,70.23300467047224,4-6yrs,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False
1,2,95.5,181.65,1.9020942408376964,0-1yr,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False
0,27,66.15,1874.45,28.33635676492819,2-4yrs,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False
0,1,20.2,20.2,1.0,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,45.25,45.25,1.0,0-1yr,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,72,99.9,7251.7,72.58958958958958,4-6yrs,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False
0,5,69.7,316.9,4.5466284074605445,0-1yr,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,46,74.8,3548.3,47.43716577540108,2-4yrs,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,34,106.35,3549.25,33.37329572167372,2-4yrs,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True
0,11,97.85,1105.4,11.29688298415943,0-1yr,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
0,10,49.55,475.7,9.600403632694249,0-1yr,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,70,69.2,4872.35,70.40968208092485,4-6yrs,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False
0,17,20.75,418.25,20.156626506024097,1-2yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,63,79.85,4861.45,60.882279273638076,4-6yrs,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False
0,13,76.2,981.45,12.87992125984252,1-2yrs,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False
0,49,84.5,3906.7,46.233136094674556,4-6yrs,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,2,49.25,97.0,1.9695431472081217,0-1yr,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,2,80.65,144.15,1.78735275883447,0-1yr,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
0,52,79.75,4217.8,52.88777429467085,4-6yrs,True,False,False,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False
0,69,64.15,4254.1,66.3148869836321,4-6yrs,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False
1,43,90.25,3838.75,42.53462603878116,2-4yrs,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0,15,99.1,1426.4,14.39354187689203,1-2yrs,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True
1,25,69.5,1752.65,25.21798561151079,2-4yrs,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False
1,8,80.65,633.3,7.852448853068815,0-1yr,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True
1,60,74.85,4456.35,59.537074148296604,4-6yrs,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False
1,18,95.45,1752.55,18.36092194866422,1-2yrs,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True
0,63,99.65,6311.2,63.333667837431,4-6yrs,False,True,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False
1,66,108.45,7076.35,65.2498847395113,4-6yrs,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False
0,34,24.95,894.3,35.8436873747495,2-4yrs,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0,72,107.5,7853.7,73.05767441860465,4-6yrs,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False
0,47,100.5,4707.1,46.83681592039802,2-4yrs,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
0,60,89.9,5450.7,60.63070077864293,4-6yrs,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
0,72,42.1,2962.0,70.3562945368171,4-6yrs,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False
0,18,54.4,957.1,17.59375,1-2yrs,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False
0,9,94.4,857.25,9.08103813559322,0-1yr,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
0,3,75.3,244.1,3.2416998671978754,0-1yr,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False
0,47,78.9,3650.35,46.265525982256015,2-4yrs,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
0,31,79.2,2497.2,31.530303030303028,2-4yrs,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False
0,50,20.15,930.9,46.198511166253105,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,10,79.85,887.35,11.112711333750784,0-1yr,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
0,1,49.05,49.05,1.0,0-1yr,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,52,20.4,1090.65,53.46323529411765,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
1,64,111.6,7099.0,63.611111111111114,4-6yrs,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False
0,62,24.25,1424.6,58.74639175257732,4-6yrs,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,3,64.5,177.4,2.750387596899225,0-1yr,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
1,56,110.5,6139.5,55.56108597285068,4-6yrs,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False
0,46,55.65,2688.85,48.31716082659479,2-4yrs,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,8,54.65,482.25,8.82433668801464,0-1yr,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
1,30,74.75,2111.3,28.24481605351171,2-4yrs,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False
0,45,25.9,1216.6,46.972972972972975,2-4yrs,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
0,1,79.35,79.35,1.0,0-1yr,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
0,11,50.55,565.35,11.183976261127597,0-1yr,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0,7,75.15,496.9,6.612109115103126,0-1yr,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,42,103.8,4327.5,41.690751445086704,2-4yrs,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,False
0,49,20.15,973.35,48.30521091811415,4-6yrs,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,9,99.3,918.75,9.25226586102719,0-1yr,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False
0,35,62.15,2215.45,35.646822204344325,2-4yrs,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,48,20.65,1057.0,51.186440677966104,2-4yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,46,19.95,927.1,46.471177944862156,2-4yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
0,29,33.75,1009.25,29.903703703703705,2-4yrs,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,30,82.05,2570.2,31.32480195003047,2-4yrs,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,1,74.7,74.7,1.0,0-1yr,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,66,84.0,5714.25,68.02678571428571,4-6yrs,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,True,False
0,65,111.05,7107.0,63.9981990094552,4-6yrs,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False
0,72,100.9,7459.05,73.92517343904856,4-6yrs,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False
0,12,78.95,927.35,11.746041798606713,0-1yr,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True
0,71,66.85,4748.7,71.03515332834705,4-6yrs,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False
0,5,21.05,113.85,5.40855106888361,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
0,52,21.0,1107.2,52.72380952380953,4-6yrs,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,25,98.5,2514.5,25.527918781725887,2-4yrs,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True
0,1,20.2,20.2,1.0,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,19.45,19.45,1.0,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,38,95.0,3605.6,37.95368421052631,2-4yrs,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False
1,66,45.55,3027.25,66.45993413830955,4-6yrs,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False
0,68,110.0,7611.85,69.19863636363637,4-6yrs,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,True
0,5,24.3,100.2,4.1234567901234565,0-1yr,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,72,104.15,7303.05,70.12049927988478,4-6yrs,False,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False
0,32,30.15,927.65,30.76782752902156,2-4yrs,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,43,94.35,3921.3,41.56120826709063,2-4yrs,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False
0,72,19.4,1363.25,70.27061855670104,4-6yrs,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0,55,96.75,5238.9,54.14883720930232,4-6yrs,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True
0,52,57.95,3042.25,52.49784296807592,4-6yrs,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
0,43,91.65,3954.1,43.14348063284233,2-4yrs,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False
1,37,76.5,2868.15,37.4921568627451,2-4yrs,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,64,54.6,3423.5,62.7014652014652,4-6yrs,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False
0,3,89.85,248.4,2.7646076794657763,0-1yr,True,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False
0,36,31.05,1126.35,36.27536231884058,2-4yrs,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,10,100.25,1064.65,10.61995012468828,0-1yr,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True
0,41,20.65,835.15,40.44309927360775,2-4yrs,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,27,85.2,2151.6,25.25352112676056,2-4yrs,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,56,99.8,5515.45,55.26503006012024,4-6yrs,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False
0,6,20.7,112.75,5.446859903381642,0-1yr,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,3,74.4,229.55,3.0853494623655915,0-1yr,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,7,50.7,350.35,6.910256410256411,0-1yr,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,4,20.85,62.9,3.016786570743405,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,33,88.95,3027.65,34.03766160764474,2-4yrs,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False
1,27,78.05,2135.5,27.360666239590007,2-4yrs,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True
0,72,23.55,1723.95,73.20382165605095,4-6yrs,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,1,19.75,19.75,1.0,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,71,56.45,3985.35,70.59964570416297,4-6yrs,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False
0,13,85.95,1215.65,14.14368819080861,1-2yrs,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,25,58.6,1502.65,25.642491467576793,2-4yrs,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,True
0,67,50.55,3260.1,64.49258160237389,4-6yrs,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,35.45,35.45,1.0,0-1yr,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,2,44.35,81.25,1.8320180383314544,0-1yr,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,43,25.7,1188.2,46.23346303501946,2-4yrs,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False
0,23,75.0,1778.5,23.713333333333335,1-2yrs,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,64,20.2,1277.75,63.254950495049506,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,57,19.6,1170.55,59.721938775510196,4-6yrs,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
1,1,70.45,70.45,1.0,0-1yr,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,72,88.05,6425.65,72.97728563316298,4-6yrs,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False
0,8,71.15,563.65,7.921995783555867,0-1yr,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
0,61,101.05,5971.25,59.09203364670955,4-6yrs,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False
0,64,84.3,5289.05,62.74080664294188,4-6yrs,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False
1,71,23.95,1756.2,73.32776617954072,4-6yrs,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,65,99.05,6416.7,64.78243311458858,4-6yrs,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False
0,3,19.6,61.35,3.1301020408163263,0-1yr,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,45.65,45.65,1.0,0-1yr,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,30,64.5,1929.95,29.92170542635659,2-4yrs,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False
0,15,69.5,1071.4,15.415827338129498,1-2yrs,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False
0,8,68.55,564.35,8.232676878191102,0-1yr,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False
0,7,95.0,655.5,6.9,0-1yr,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True
0,70,108.15,7930.55,73.3291724456773,4-6yrs,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False
0,62,86.1,5215.25,60.57200929152149,4-6yrs,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False
0,6,19.7,113.5,5.761421319796955,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,14,80.9,1152.8,14.249690976514213,1-2yrs,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,22,84.15,1821.95,21.651218062982768,1-2yrs,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,22,20.15,419.9,20.838709677419356,1-2yrs,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,16,64.25,1024.0,15.937743190661479,1-2yrs,True,True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,10,25.7,251.6,9.789883268482491,0-1yr,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,13,56.0,764.55,13.65267857142857,1-2yrs,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
0,20,82.4,1592.35,19.324635922330096,1-2yrs,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,2,69.7,135.2,1.9397417503586798,0-1yr,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,53,73.9,3958.25,53.56224627875507,4-6yrs,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False
0,11,20.6,233.9,11.354368932038835,0-1yr,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,69,19.9,1363.45,68.51507537688443,4-6yrs,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,4,70.9,273.0,3.85049365303244,0-1yr,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,72,89.05,6254.45,70.23526108927568,4-6yrs,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False
1,58,45.3,2651.2,58.52538631346578,4-6yrs,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True
0,16,20.4,321.4,15.754901960784315,1-2yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,43,84.25,3539.25,42.00890207715133,2-4yrs,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False
0,2,104.4,242.8,2.3256704980842913,0-1yr,False,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,True
0,14,81.95,1181.75,14.420378279438681,1-2yrs,True,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False
0,53,94.85,5000.2,52.71692145492884,4-6yrs,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True
0,32,20.55,654.55,31.85158150851581,2-4yrs,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,34,24.7,780.2,31.587044534412957,2-4yrs,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,15,74.45,1145.7,15.38885157824043,1-2yrs,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,7,76.45,503.6,6.587311968606933,0-1yr,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,15,105.35,1559.25,14.800664451827243,1-2yrs,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False
0,61,20.55,1252.0,60.92457420924574,4-6yrs,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
0,1,29.95,29.95,1.0,0-1yr,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1,45.3,45.3,1.0,0-1yr,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,8,84.5,662.65,7.842011834319527,0-1yr,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,33,74.75,2453.3,32.82006688963211,2-4yrs,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False
0,13,79.25,1111.65,14.027129337539433,1-2yrs,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True
0,1,24.8,24.8,1.0,0-1yr,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,20,51.8,1023.85,19.765444015444018,1-2yrs,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,3,30.4,82.15,2.702302631578948,0-1yr,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,13,19.65,244.8,12.458015267175574,1-2yrs,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0,40,56.6,2379.1,42.033568904593636,2-4yrs,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,43,71.9,3173.35,44.1356050069541,2-4yrs,True,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False
0,6,91.0,531.0,5.835164835164835,0-1yr,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True
0,69,19.75,1375.4,69.64050632911393,4-6yrs,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,72,109.7,8129.3,74.10483135824977,4-6yrs,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,False
0,59,19.3,1192.7,61.7979274611399,4-6yrs,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0,20,96.55,1901.65,19.696012428793374,1-2yrs,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False
0,24,24.1,587.4,24.37344398340249,1-2yrs,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,59,111.35,6519.75,58.551863493489,4-6yrs,True,False,False,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False
0,72,112.25,8041.65,71.64053452115813,4-6yrs,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,False,False
0,1,20.75,20.75,1.0,0-1yr,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,27,101.9,2681.15,26.311579980372915,2-4yrs,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False
